Text,Label
fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . ,1
says far less about the horrifying historical reality than about the filmmaker 's characteristic style ,0
will have a showdown ,1
clean and ,1
fragmentary narrative style ,0
"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title . ",1
has its heart ,1
brian tufano 's handsome widescreen photography and ,1
tian 's meticulous talent ,1
", colin hanks is in bad need of major acting lessons and maybe a little coffee . ",0
"'d probably turn it off , ",0
: it 's not really funny . ,0
barely camouflaging grotesque narcissism ,0
string ,1
might not have noticed ,0
"... spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver 's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) ",1
former gong show addict ,0
fatal script error ,0
as gripping ,1
certain charm ,1
's easy to like ,1
a dime in the tries-so-hard-to-be-cool `` clockstoppers ,0
to match the ordeal of sitting through it ,0
about the general absurdity of modern life ,1
in which the script and characters hold sway ,1
its hard to imagine having more fun watching a documentary ... ,1
dashing and resourceful hero ,1
"really earned my indignant , preemptive departure ",0
cast in impossibly contrived situations ,0
its accumulated enjoyment ,1
are zoning ordinances to protect your community from the dullest science fiction ,0
"recite bland police procedural details , fiennes wanders around ",0
intimidated by both her subject matter and the period trappings of this debut venture into the heritage business ,0
long on twinkly-eyed close-ups and short on shame ,0
throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull . ,0
steals so freely from other movies and combines enough disparate types of films ,0
have sprung from such a great one ,1
presiding over the end of cinema as we know it and ,0
are jarring and deeply out of place in what could have ,0
directed with sensitivity and skill by dana janklowicz-mann ,1
features nonsensical and laughable plotting ,0
a compelling pre-wwii drama ,1
its position ,1
"proof once again that if the filmmakers just follow the books , they ca n't go wrong . ",1
ivan is a prince of a fellow ,1
unshapely ,0
are so hilarious ,1
's that painful ,0
of the previous two ,1
are becoming irritating . ,0
the large-format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes . ,1
the improbable `` formula 51 '' is somewhat entertaining ,1
"allowing us to find the small , human moments , and ",1
bad enough ,0
begin to long for the end credits ,0
"although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch . ",1
"contrived , maudlin and cliche-ridden ... if this sappy script was the best the contest received , those rejected must have been astronomically bad . ",0
"opportunity to embrace small , sweet ` evelyn ",1
an interesting look ,1
waged among victims and predators settle into an undistinguished rhythm of artificial suspense ,0
"in the power of the huston performance , which seems so larger than life and yet so fragile ",1
provides a satisfyingly unsettling ride into the dark places of our national psyche . ,1
tackles more than she can handle ,0
amazing breakthrough ,1
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting . ,0
seriousness and quality ,1
"this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight ",0
"quirky , charming and often hilarious ",1
a witty ,1
", the movie is busy contriving false , sitcom-worthy solutions to their problems . ",0
superhero ,1
"when the right movie comes along , especially if it begins with the name of star wars ",1
a fascinating glimpse of urban life and ,1
outstanding performance ,1
annoying and ,0
care less ,0
who sadly are at hostile odds with one another through recklessness and retaliation ,0
far more interesting ,1
's touching and tender and proves that even in sorrow you can find humor ,1
to sneak out of the theater ,0
"is clever , offbeat and even gritty enough to overcome my resistance ",1
's no discernible feeling beneath the chest hair ,0
"collateral damage is trash , but ",0
wondering why these people mattered ,0
) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code ,1
tough to watch ,0
take its sweet time to get wherever it 's going ,0
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie . ",0
scott 's convincing portrayal of roger the sad cad that really gives the film its oomph ,1
unfolds in a series of achronological vignettes whose cumulative effect is chilling . ,1
the thematic ironies are too obvious ,0
over-dramatic at times ,0
made every effort to disguise it as an unimaginative screenwriter 's invention ,0
of clams left in the broiling sun for a good three days ,0
goofiest stuff ,1
an object lesson in period filmmaking ,1
nor terribly funny ,0
seem less of a trifle if ms. sugarman followed through on her defiance of the saccharine ,0
", i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful . ",0
the lady and the duke something of a theatrical air ,1
's great cinematic polemic ,1
constantly defies expectation ,1
powerful look ,1
a cute partnership ,1
"than home alone raised to a new , self-deprecating level ",0
rooted in a sincere performance by the title character undergoing midlife crisis . ,1
works - mostly due to its superior cast of characters ,1
trusted audiences ,1
other hallmarks of his personal cinema painted on their largest-ever historical canvas ,1
seal the deal ,1
deserves an oscar nomination . ,1
a wonderous accomplishment of veracity and narrative grace ,1
is not worth ,0
an enormously entertaining movie ,1
"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . ",1
a-list director ,1
it also happens to be the movie 's most admirable quality ,1
smacks of exhibitionism ,0
skins has a desolate air ,0
thoroughly awful . ,0
as well its delightful cast -- ,1
does such a good job of it that family fundamentals gets you riled up ,1
drop ,0
the movie makes two hours feel like four . ,0
this movie 's lack of ideas ,0
particular talents ,1
martial arts and gunplay with too little excitement and zero compelling storyline . ,0
so many merchandised-to-the-max movies of this type ,0
"farts , urine , feces ",0
the holocaust ,0
a finale that is impenetrable and dull ,0
a whimper ,0
is not one of the movies you 'd want to watch if you only had a week to live ,0
rip-off ,0
"there 's absolutely no reason why blue crush , a late-summer surfer girl entry , should be as entertaining as it is ",1
"powerful , naturally dramatic piece ",1
"good action , good acting , good dialogue , good pace , good cinematography ",1
are very expressive . ,1
the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ,0
", the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . ",0
absurdities and ,0
well-written and occasionally challenging social drama ,1
is dudsville . ,0
", ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",0
's in danger of going wrong ,0
take me back to a time ,1
makes less sense than the bruckheimeresque american action flicks it emulates . ,0
piffle ,0
is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale . ,0
it might just be better suited to a night in the living room than a night at the movies ,0
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began . ",1
a female friendship that is more complex and honest than anything represented in a hollywood film ,1
i do n't blame eddie murphy but should n't ,0
genuinely inspirational ,1
available ,1
more and more frustrating ,0
artificial structure ,0
whimsical humor ,1
the low-grade cheese standards ,0
'd rather watch them on the animal planet . ,0
is n't much there here . ,0
is n't as compelling or as believable as it should be . ,0
broad cross-section ,1
does n't make much ,0
terrible movie ,0
soap-opera ,0
"works well enough , since the thrills pop up frequently ",1
too late ,0
a gratingly unfunny groaner ,0
"misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress ",0
makes it a party worth attending ,1
dry humor and jarring shocks ,1
some real vitality and ,1
"every joke is repeated at least -- annoying , is n't it ? ",0
deeply pessimistic ,0
enjoy for a lifetime ,1
get out ,0
i truly enjoyed most of mostly martha while i ne ,1
"banal , virulently unpleasant excuse ",0
"it 's more enjoyable than i expected , though ",1
deserve better . ,0
small gem ,1
to find a movie character more unattractive or odorous ( than leon ) ,0
for the breezy and amateurish feel of an after school special on the subject of tolerance ,0
grandkids ,1
out-of-kilter character ,0
"the most plain , unimaginative romantic comedies i ",0
"try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",1
shameless ,0
"easily and , in the end , not well enough ",0
phoned-in business as usual . ,0
had the misfortune to watch in quite some time ,0
a psychic journey deep into the very fabric of iranian ... life . ,1
a complete shambles ,0
compelling french psychological drama ,1
carvey 's rubber-face routine is no match for the insipid script he has crafted with harris goldberg . ,0
visually stunning ,1
is about as deep as that sentiment ,0
"a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ",0
is a good and ambitious film ,1
work that lacks both a purpose and a strong pulse ,0
welcome in her most charmless ,0
from pleasing ,1
invaluable record ,1
is painterly . ,1
that grips and holds you in rapt attention from ,1
allow the suit to come to life ,1
comes across as shallow and glib though not mean-spirited ,0
", you 'd have a hard time believing it was just coincidence . ",0
"like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ",0
beautifully detailed performances by all of the actors ,1
what made you love it ,1
in the excesses of writer-director roger avary ,0
as tiresome as 9 ,0
"makes the silly , over-the-top coda especially disappointing ",0
totally lacking ,0
a verbal duel between two gifted performers ,1
"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme . ",0
makes it worth watching ,1
"on top of a foundering performance , ( madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag . ",0
", dramatized pbs program ",0
a fascinating case study ,1
never fails him ,1
elaborate futuristic sets to no particularly memorable effect ,0
can outgag any of those young whippersnappers making moving pictures today ,1
even betters it ,1
ludicrous attempt ,0
the charismatic jackie chan to ,1
"poor editing , bad bluescreen , and ",0
be wishing for a watch that makes time go faster rather than the other way around ,0
perry 's good and ,1
inventive cinematic tricks and ,1
the historical period and ,1
john le carré with a couple of burnt-out cylinders ,0
"this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ",1
a very very strong `` b + ,1
will be an enjoyable choice for younger kids . ,1
is actually one of its strengths . ,1
balances both traditional or modern stories together in a manner that one never overwhelms the other . ,1
when it is n't incomprehensible ,0
is ( cattaneo ) sophomore slump . ,0
worked against the maker 's minimalist intent ,0
"fans will undoubtedly enjoy it , and ",1
a poor fit ,0
appreciated a smartly written motion picture ,1
it 's not too much of anything . ,0
"airless , prepackaged julia roberts wannabe ",0
and -- sadly -- dull ,0
delightful . ,1
"a few zingers aside , the writing is indifferent , and jordan brady 's direction is prosaic . ",0
a few points about modern man and his problematic quest for human connection ,1
"has a lot going for it , not least the brilliant performances by testud ... and parmentier . ",1
all in a plot as musty as one of the golden eagle 's carpets ,0
interpreting the play as a call for pity and sympathy ,0
loss and denial and life-at-arm 's - ,0
"effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles ",1
with the weak payoff ,0
the visual wit ,1
extremely unpleasant ,0
falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy . ,0
sex toys and offers ,0
unfunny and ,0
the story alone could force you to scratch a hole in your head . ,0
uncompromising ,1
smeary and ,0
spied with my little eye ... a mediocre collection of cookie-cutter action scenes ,0
socially encompassing ,1
the disadvantage of also looking cheap ,0
is n't really about anything . ,0
"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves . ",1
as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points ,0
their consistently sensitive and often exciting treatment of an ignored people ,1
"ming-liang 's witty , wistful new film ",1
is almost an afterthought ,0
is essentially juiceless . ,0
"richard pryor mined his personal horrors and came up with a treasure chest of material , ",1
appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept ,0
a desperate miscalculation ,0
looks as if it belongs on the big screen ,1
eloquent language ,1
lawrence gives us mostly fool 's gold ,0
"too long , and larded with exposition ",0
an oddly fascinating depiction ,1
"an undeniably moving film to experience , ",1
be interested in knowing any of them personally ,1
biologically ,1
too bland to be interesting ,0
meant to enhance the self-image of drooling idiots ,0
"while there 's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) , much ado about something is an amicable endeavor . ",1
scathing ,0
open yourself up to mr. reggio 's theory of this imagery as the movie 's set ,1
"plays like a bad soap opera , with passable performances from everyone in the cast ",0
good video game movie ,1
a positive impression ,1
"this is very much of a mixed bag , with enough negatives to outweigh the positives . ",0
is no denying the power of polanski 's film ,1
a film 's title served such dire warning ,0
painful ride ,0
"the efforts of its star , kline , to lend some dignity to a dumb story are for naught . ",0
the characters are too simplistic to maintain interest ,0
presents a frightening and compelling ` what if ,1
the tortured husband ,0
maintaining a light touch ,1
a tribute ,1
"a sensitive , cultivated treatment ",1
"it would n't matter so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny . ",0
knockaround guys plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . ,0
timeless ,1
saddest ,0
may rethink their attitudes when they see the joy the characters take in this creed ,1
from the writing and direction to the soggy performances -- ,0
"does spider-man deliver , but i suspect it might deliver again and again . ",1
unexpectedly giddy viewing ,1
in this wildly uneven movie ,0
markedly inactive ,0
"the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters . ",1
smug ,0
is handled with intelligence and care ,1
unfunny ,0
of childhood innocence combined with indoctrinated prejudice ,0
skip it ,0
impossible to even categorize this as a smutty guilty pleasure ,0
of hollywood fluff ,0
the books are better ,0
deeply out of place in what could have ,0
tawdry trash ,0
with passion and energy ,1
from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival ,1
"the film 's crisp , unaffected style and ",1
", it 's still not a good movie ",0
euphoria ,1
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships ",1
"as i valiantly struggled to remain interested , or at least conscious ",0
cute alien creature ,1
feels like a hazy high that takes too long to shake . ,0
you 're going to subjugate truth to the tear-jerking demands of soap opera ,0
peppered with false starts and populated by characters who are nearly impossible to care about ,0
"the best , most ",1
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture . ",1
love-struck ,1
the lousy john q ,0
headed down the toilet with the ferocity of a frozen burrito ,0
"for most movies , 84 minutes is short , but this one feels like a life sentence ",0
"of an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1
"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . ",0
flabbergasting principals ,0
the resourceful amnesiac ,0
"guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen . ",0
'm all for that ,1
bug-eye theater and dead-eye ,0
is a phenomenal band with such an engrossing story that will capture the minds and hearts of many . ,1
is the director 's talent . ,1
"follows the formula , but throws in too many conflicts to keep the story compelling . ",0
"a cultural wildcard experience : wacky , different , unusual , even nutty ",1
a compelling investigation of faith versus intellect ,1
"a sense of light-heartedness , that makes it attractive throughout ",1
wo n't join the pantheon of great monster/science fiction flicks that we have come to love ,0
", this cinderella story does n't have a single surprise up its sleeve . ",0
", baroque beauty ",1
a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ,1
be as tiresome as 9 seconds of jesse helms ' anti- castro ,0
snide and prejudice . ,0
one of the year 's most enjoyable releases ,1
awe and affection -- ,1
"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story ",1
her grace ,1
"it 's just tediously bad , something to be fully forgotten ",0
together ( time out and human resources ) establish mr. cantet as france 's foremost cinematic poet of the workplace . ,1
"it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s ",0
untalented artistes ,0
a little more intensity ,0
fondly remembered in the endlessly challenging maze of moviegoing ,1
"-- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ",0
does its predecessors proud . ,1
without you has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . ,1
"properly intense , claustrophobic tale ",1
's like having an old friend for dinner ' ,1
"a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with ",0
the dialogue is frequently overwrought and crudely literal ,0
herzog simply runs out of ideas and ,0
elaborate special effects ,1
transcendent love story ,1
the power of their surroundings ,1
"a rich tale of our times , very well told with an appropriate minimum of means . ",1
is just as ill-fitting as shadyac 's perfunctory directing chops ,0
awful snooze . ,0
"parker and co-writer catherine di napoli are faithful to melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any english lit ",1
uncompelling the movie is unless it happens to cover your particular area of interest ,0
he nonetheless appreciates the art and reveals a music scene that transcends culture and race . ,1
has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable ,1
strong themes of familial ties and ,1
"with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering ... may put off insiders and outsiders alike . ",0
"looks like the six-time winner of the miss hawaiian tropic pageant , so i do n't know what she 's doing in here ",0
wise-beyond-her-years teen ,1
to set the women 's liberation movement back 20 years ,0
in this junk that 's tv sitcom material at best ,0
"shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life . ",1
stifles creativity and allows the film to drag on for nearly three hours ,0
cutting and blurry ,0
understatement ,0
"her small , intelligent eyes ",1
"ultimately , sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness . ",0
it is disposable . ,0
too full ,0
"'s no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke ",1
duvall 's ,1
musicals back ,1
"of five blind , crippled , amish people alive in this situation ",0
stages his gags as assaults on america 's knee-jerk moral sanctimony ,0
"is listless , witless , and devoid of anything resembling humor ",0
may not ,0
"really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . ' ",1
tripe ,0
go unnoticed and underappreciated by music fans ,0
rich and full life ,1
"romance , tragedy ",1
"as before , from the incongruous but chemically perfect teaming of crystal and de niro ",1
film that 's flawed and brilliant in equal measure . ,1
photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen ,1
contentedly ,1
his inspiration ,1
going at a rapid pace ,1
the way a good noir should ,1
favor ,1
finally returns de palma to his pulpy thrillers of the early '80s ,1
"is all about a wild-and-woolly , wall-to-wall good time . ",1
been more charming than in about a boy ,1
"considerable skill and determination , ",1
you wo n't be disappointed ,1
is creepy ,0
i realized that i just did n't care ,0
"; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend ",0
runs on the pure adrenalin of pacino 's performance . ,1
"... the story is far-flung , illogical , and plain stupid . ",0
unambitious writing ,0
admitted egomaniac ,0
who is too crazy to be interesting ,0
"rewritten , and for the uncompromising knowledge that the highest power of all is the power of love . ",1
"have made a great saturday night live sketch , but a great movie it is not ",0
an effective portrait ,1
has the chops of a smart-aleck film school brat and the imagination of a big kid ,1
a decent draft in the auditorium might blow it off the screen ,0
works - mostly due to its superior cast of characters . ,1
only unsatisfactorily ,0
ticket-buyers with great expectations will wind up as glum as mr. de niro . ,0
this ambitious comic escapade ,1
flamboyant female comics ,1
want to think too much about what 's going on ,0
of balto ,1
's because relatively nothing happens . ,0
"everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view ",1
count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is ,1
music and laughter ,1
bilingual charmer ,1
even lazier and ,0
drags it ,0
has become the master of innuendo . ,1
"is also a film of freshness , imagination and insight ",1
simply a re-hash of the other seven films ,0
having an old friend for dinner ' ,1
maintains a surprisingly buoyant tone throughout ,1
of good intentions derailed by a failure to seek and strike just the right tone ,0
's nowhere near as good as the original . ,0
clare peploe 's airless movie adaptation ,0
"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net ",1
"the intimate , unguarded moments of folks who live in unusual homes ",1
"first-class , natural acting and a look at `` the real americans '' make this a charmer . ",1
"colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor ",1
aloof ,0
gets bogged down over 140 minutes . ,0
hastily and amateurishly ,0
"is meaningless , vapid and devoid of substance ",0
so much fun ,1
other foul substances ,0
what 's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best . ,0
demented premise ,0
top form ,1
a mere plot pawn ,0
", french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ",1
"that , if it were a person , you 'd want to smash its face in ",0
detailed personal portrait ,1
has nothing else to watch ,0
"seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight . ",0
of a good movie ye who enter here ,1
aims to confuse ,0
"uneven , self-conscious but often hilarious spoof . ",1
its contrivances ,1
of the little mermaid and aladdin ,1
open ,1
is the best star trek movie in a long time ,1
", this dumas adaptation entertains ",1
with a sharp script and strong performances ,1
a retread ,0
of the clients ,1
"inconsistent , dishonest ",0
needs more filmmakers with passionate enthusiasms like martin scorsese . ,1
odoriferous thing ,0
textbook lives ,1
jim brown ,1
with its wry observations ,1
"killing time , that 's all that 's going on here . ",0
"he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low ",0
"jolt you out of your seat a couple of times , give you a few laughs , ",1
she is merely a charmless witch . ,0
tailor-made ,1
with enough negatives ,0
"dull as its characters , about whose fate it is hard to care ",0
lurid and less than lucid work ,0
capture the novel 's deeper intimate resonances ,1
"... by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over . ",1
wo n't stand the cold light of day ,0
lawrence 's over-indulgent tirade ,0
that good ,1
regards reign of fire with awe . ,1
that both thrills the eye and ,1
"vulgarity , sex scenes , and cussing ",0
fraction ,1
and choppy recycling ,0
has never been more charming than in about a boy . ,1
leave you marveling at these guys ' superhuman capacity to withstand pain ,1
critiquing itself at every faltering half-step of its development ,0
delicate treatment ,1
wanes ,0
a fragile framework ,0
to capture these musicians in full regalia ,1
gross-out humor ,0
that rare animal ,1
"an ambitious , guilt-suffused melodrama crippled by poor casting . ",0
sent back to the tailor for some major alterations ,0
false and fabricated ,0
it makes most of what passes for sex in the movies look like cheap hysterics ,1
its proper home ,1
attractive ,1
ate ,0
"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises ",0
almost humdrum approach ,0
"dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",1
"a mildly funny , sometimes tedious , ultimately insignificant ",0
"has a way of seeping into your consciousness , ",1
"warm , inviting ",1
it is more than merely a holocaust movie ,1
casual filmgoers ,1
"did no one on the set have a sense of humor , or ",0
"the perfect starting point for a national conversation about guns , violence , and fear ",1
big mistake . ,0
packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film ,0
gripping documentary ,1
stupid sequel ,0
the stuff of lurid melodrama ,1
"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one . ",1
being able to hit on a 15-year old when you 're over 100 ,0
has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable . ,1
"is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller . ",1
educational ! ,1
doze off thirty minutes into the film ,0
so likable ,1
"most romantic comedies , ",1
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky . ",1
like a room stacked with pungent flowers ,1
full of surprises ,1
a middle-aged romance ,1
gives his best screen performance ,1
"for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull ",0
both damning and damned compelling . ,1
plus the script by working girl scribe kevin wade is workmanlike in the extreme . ,0
have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own ,1
"often messy and frustrating , but very pleasing at its best moments ",1
is nonexistent . ,0
that it makes my big fat greek wedding look like an apartheid drama ,0
"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman 's script stumbles over a late-inning twist that just does n't make sense . ",0
like a cold old man going through the motions ,0
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport . ",1
"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . ",1
honesty and dignity ,1
"directed , barely , by there ",0
's lacking a depth in storytelling usually found in anime like this ,0
"evokes the frustration , the awkwardness and the euphoria of growing up ",1
's also nice ,1
"stanley kwan has directed not only one of the best gay love stories ever made , ",1
", violent and a bit exploitative but also nicely done , morally alert and street-smart ",1
never lacks in eye-popping visuals ,1
a triumph of emotionally and narratively complex filmmaking . ,1
wastes its time on mood ,0
no fun ,0
nonsensical ,0
the incessant use ,0
a sense of action ,1
did n't mean much to me and played too skewed to ever get a hold on ,0
one of the smartest ,1
vaguely silly overkill ,0
"has all the trappings of an energetic , extreme-sports adventure , but ",1
"sanctimonious , self-righteous ",0
problematic characters ,0
proved too difficult ,0
"it 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary . ",0
captures the dry wit that 's so prevalent on the rock ,1
"with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies . ",0
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly . ",1
more than a ,1
"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh ",0
does somehow manage to get you under its spell . ,1
plumbs personal tragedy and also the human comedy . ,1
the charm and little ,1
mixed results ,0
filling nearly every minute ... ,1
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious ,0
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and ",0
", shapeless documentary ",0
ten ,1
", often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ",0
charms ,1
paper-thin and decidedly unoriginal ,0
"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous ",0
warm and winning ,1
"contrived , awkward and ",0
with wonderful performances that tug at your heart in ways that utterly transcend gender ,1
like done-to-death material ,0
"worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen ",0
ultimately that 's what makes it worth a recommendation ,1
on the strength of their own cleverness ,1
"adorably ditsy but heartfelt performances , and ",1
"original character , siuation or joke ",1
your brain and your secret agent decoder ring at the door ,0
"on a number of themes , not least the notion that the marginal members of society ... ",1
rivals the top japanese animations of recent vintage . ,1
"ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie . ",0
fast-paced ,1
well-written and ,1
", it probably wo n't have you swinging from the trees hooting it 's praises ",0
gorgeous color palette ,1
"it 's an interesting effort ( particularly for jfk conspiracy nuts ) , ",1
more like a travel-agency video targeted at people who like to ride bikes ,0
sparking debate and encouraging thought ,1
"earnest , ",1
annoying ,0
peculiar and always entertaining costume drama ,1
as sexy beast ,1
admirable rigor ,1
"such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production . ",0
far more enjoyable than its predecessor . ,1
sly humor ,1
funny scenes ,1
into a few evocative images and striking character traits ,1
gets old ,0
"( dong ) makes a valiant effort to understand everyone 's point of view , and ",1
", unfortunately , is a little too in love with its own cuteness ",0
through contrived plot points ,0
acted and directed ,0
moved by this drama ,1
a visually stunning rumination ,1
howlingly trashy time ,1
"from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",1
utilizing ,1
to rival gosford park 's ,1
a picaresque view ,1
"just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective . ",1
"gets vivid , convincing performances ",1
spare dialogue ,0
stiff and ,0
as it is hard to resist ,1
just might go down as one of the all-time great apocalypse movies . ,1
its empowerment ,1
waited three years with breathless anticipation for a new hal hartley movie ,1
exploitation picture ,0
even lazier and far less enjoyable ,0
is doa . ,0
"an admirable reconstruction of terrible events , and ",1
to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone ,0
pretends to expose the life of male hustlers ,0
"k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia ",1
why ? ,0
worked so much better dealing in only one reality ,0
the always hilarious meara ,1
overdoing ,0
often pointless ,0
